1st number is texture id
2nd number is the x coord (remember each square is 16 by 16, and the square is drawn from the upper left hand corner)
3rd number is the y coord 
4th number is the walkable  boolean (1 meaning a player can walk through it, 0 meaning they cant.)

2, 0, 0, 1
2, 0, 16, 1
2, 0, 32, 1
2, 0, 48, 1
2, 0, 64, 1
2, 0, 80, 1
2, 0, 96, 1
2, 0, 112, 1
2, 0, 128, 1
2, 0, 144, 1
2, 0, 160, 1
2, 0, 176, 1
2, 0, 192, 1
2, 0, 208, 1
2, 0, 224, 1
2, 0, 240, 1
2, 0, 256, 1
2, 0, 272, 1
2, 0, 288, 1
2, 0, 304, 1
2, 16, 0, 1
2, 16, 16, 1
2, 16, 32, 1
2, 16, 48, 1
2, 16, 64, 1
2, 16, 80, 1
2, 16, 96, 1
2, 16, 112, 1
2, 16, 128, 1
2, 16, 144, 1
2, 16, 160, 1
2, 16, 176, 1
2, 16, 192, 1
2, 16, 208, 1
2, 16, 224, 1
2, 16, 240, 1
2, 16, 256, 1
2, 16, 272, 1
2, 16, 288, 1
2, 16, 304, 1
2, 32, 0, 1
2, 32, 16, 1
2, 32, 32, 1
2, 32, 48, 1
2, 32, 64, 1
2, 32, 80, 1
2, 32, 96, 1
2, 32, 112, 1
2, 32, 128, 1
2, 32, 144, 1
2, 32, 160, 1
2, 32, 176, 1
2, 32, 192, 1
2, 32, 208, 1
2, 32, 224, 1
2, 32, 240, 1
2, 32, 256, 1
2, 32, 272, 1
2, 32, 288, 1
2, 32, 304, 1
2, 48, 0, 1
2, 48, 16, 1
2, 48, 32, 1
2, 48, 48, 1
2, 48, 64, 1
2, 48, 80, 1
2, 48, 96, 1
2, 48, 112, 1
2, 48, 128, 1
2, 48, 144, 1
2, 48, 160, 1
2, 48, 176, 1
2, 48, 192, 1
2, 48, 208, 1
2, 48, 224, 1
2, 48, 240, 1
2, 48, 256, 1
2, 48, 272, 1
2, 48, 288, 1
2, 48, 304, 1
2, 64, 0, 1
2, 64, 16, 1
2, 64, 32, 1
2, 64, 48, 1
2, 64, 64, 1
2, 64, 80, 1
2, 64, 96, 1
2, 64, 112, 1
2, 64, 128, 1
2, 64, 144, 1
2, 64, 160, 1
2, 64, 176, 1
2, 64, 192, 1
2, 64, 208, 1
2, 64, 224, 1
2, 64, 240, 1
2, 64, 256, 1
2, 64, 272, 1
2, 64, 288, 1
2, 64, 304, 1
